2.218, 0.5207
2.2154, 0.5388
2.1706, 0.5876
2.0107, 0.6617
2.003, 0.6786
2.0158, 0.7388
2.0582, 0.806
2.2659, 0.8671
2.2676, 0.8758
2.2491, 0.8874
2.1555, 0.9449
2.0529, 1.0028
1.9691, 1.0589
1.8742, 1.1488
1.8756, 1.1561
1.7972, 1.1614
1.6985, 1.1758
1.5675, 1.1957
1.461, 1.2146
1.3602, 1.2515
1.3147, 1.2536
1.2708, 1.4119
1.1897, 1.4034
1.1075, 1.372
1.0278, 1.2405
1.0502, 1.192
0.8995, 1.1093
0.8389, 1.1412
0.7659, 1.0287
1.0233, 0.1902
0.4921, 1.167
0.4982, 1.1834
0.4995, 1.195
0.4, 1.1733
0.2923, 1.158
0.1776, 1.114
0.0769, 1.0928
-0.1402, 0.9825
-0.1644, 1.0036
-0.1863, 1.1001
-0.1787, 1.2091
-0.1898, 1.3416
-0.1863, 1.4562
-0.1862, 1.5721
-0.1813, 1.6738
-0.1844, 1.7713
-0.1742, 1.8855
-0.1945, 2.0636
-0.1863, 2.0701
-0.0935, 2.1147
0.0284, 2.1317
0.129, 2.1577
0.3506, 2.2042
0.3384, 2.1953
0.2714, 2.1719
0.1522, 2.1388
0.0473, 2.1167
-0.0745, 2.0921
-0.2182, 2.0036
-0.2188, 2.0119
-0.2274, 2.0855
-0.2237, 2.2045
-0.2198, 2.3166
-0.2054, 2.4495
-0.1915, 2.5536
-0.2337, 2.7539
-0.2206, 2.7602
-0.1471, 2.7783
-0.0272, 2.7958
0.0741, 2.8111
0.1868, 2.8332
0.2825, 2.8534
0.4041, 2.8759
0.4966, 2.8971
0.7026, 2.8755
0.7097, 2.8833
0.7391, 2.9393
0.7629, 3.0348
0.7681, 3.1181
0.8451, 3.309
0.8245, 3.3107
0.8373, 3.3127
0.731, 3.3093
0.6195, 3.3043
0.5256, 3.3051
0.4186, 3.3
0.3304, 3.2898
0.2485, 3.2712
0.2452, 3.27
0.1669, 3.2713
0.063, 3.2823
-0.0335, 3.2824
-0.1204, 3.2951
-0.235, 3.3055
-0.3369, 3.318
-0.473, 3.406
-0.474, 3.3896
-0.466, 3.336
-0.4845, 3.2328
-0.4865, 3.1386
-0.5009, 3.0338
-0.5131, 2.9396
-0.5134, 2.8134
-0.5298, 2.7074
-0.5326, 2.6134
-0.5444, 2.5044
-0.556, 2.4222
-0.5634, 2.3298
-0.5757, 2.2221
-0.5833, 2.1102
-0.5792, 2.0176
-0.5796, 1.9176
-0.5784, 1.8167
-0.5868, 1.7187
-0.6, 1.5996
-0.6061, 1.4907
-0.6093, 1.4094
-0.6206, 1.283
-0.6136, 1.2168
-0.6252, 1.1293
-0.6088, 1.0892
-0.5891, 1.0071
-0.5928, 0.8825
-0.5898, 0.8042
-0.7363, 0.7326
-0.7883, 0.597
-0.7954, 0.586
-0.7624, 0.5785
-0.6871, 0.6002
-0.5638, 0.6374
-0.4726, 0.6531
-0.3673, 0.6587
-0.2899, 0.6717
-0.263, 0.669
-0.1913, 0.6901
-0.1136, 0.6996
0.0117, 0.6945
0.1116, 0.6883
0.2254, 0.6897
0.33, 0.7011
0.5327, 0.7346
0.5387, 0.7267
0.5733, 0.6519
0.5846, 0.554
0.5925, 0.4558
0.6154, 0.1607
0.6049, 0.1722
0.59, 0.2558
0.5742, 0.3561
0.5634, 0.4816
0.4645, 0.7523
0.4693, 0.7573
0.5646, 0.7593
0.6502, 0.7381
0.7741, 0.7314
0.8822, 0.7148
1.0099, 0.71
1.1107, 0.6929
1.2241, 0.6988
1.3404, 0.6863
1.5082, 0.6711
1.6379, 0.6853
1.6141, 0.945
1.7408, 0.5213
1.7268, 0.503
1.7767, 0.4737
1.8604, 0.5096
1.9584, 0.5803
2.0816, 0.6611
2.0943, 0.663
2.1187, 0.7098
2.1619, 0.7994
2.2454, 0.8877
2.2455, 0.8873
2.2197, 0.9103
2.1324, 0.9473
2.0396, 1.0005
1.9313, 1.074
1.8658, 1.1488
1.8583, 1.1546
1.7775, 1.159
1.6874, 1.1897
1.5815, 1.2072
1.4651, 1.2284
1.3425, 1.2591
1.3297, 1.2621
1.2358, 1.4182
1.1818, 1.4126
1.06, 1.1853
1.1122, 1.1916
1.0329, 1.1539
0.6405, 1.1871
0.4759, 1.084
0.4425, 1.0768
0.3621, 1.0684
0.2481, 1.0587
0.1426, 1.0551
0.0315, 1.0582
-0.1832, 0.9961
-0.172, 1.012
-0.1675, 1.0866
-0.1725, 1.2354
-0.1623, 1.364
-0.1507, 1.4677
-0.141, 1.6167
-0.1542, 1.7807
-0.1559, 1.708
-0.1531, 1.8399
-0.1498, 1.944
-0.1502, 2.0201
-0.161, 2.1261
-0.1743, 2.2275
-0.1802, 2.361
-0.1828, 2.4722
-0.1829, 2.5979
-0.2448, 2.7746
-0.2335, 2.7855
-0.1594, 2.7976
-0.0397, 2.813
0.0597, 2.8225
0.1752, 2.8418
0.2732, 2.8582
0.3858, 2.8774
0.4835, 2.8911
0.6839, 2.9241
0.6875, 2.9298
0.7909, 2.9358
0.892, 2.9357
0.9939, 2.9471
1.0976, 2.9541
1.185, 2.9575
1.3041, 2.9608
1.411, 2.9613
1.573, 2.9769
1.6088, 2.9816
1.6239, 2.9825
1.7548, 3.02
2.4115, 3.223
1.9231, 3.1669
1.9456, 3.1036
1.9384, 3.0092
1.9859, 2.9432
2.057, 2.92
2.1697, 2.8707
2.1804, 2.879
2.2031, 2.9496
2.2131, 3.071
2.2299, 3.1695
2.2365, 3.2372
2.3006, 3.3589
2.2948, 3.3575
2.2241, 3.3655
2.1029, 3.3626
2.0206, 3.3571
1.9123, 3.3484
1.8431, 3.3124
1.8218, 3.3114
1.7564, 3.3146
1.6567, 3.3361
1.5295, 3.3633
1.4394, 3.3933
1.2737, 3.342
1.2642, 3.3557
1.2778, 3.431
1.3037, 3.5648
1.4252, 3.8534
1.4367, 3.8423
1.4145, 3.7747
1.3924, 3.6787
1.3726, 3.5518
1.3526, 3.3543
1.3528, 3.3685
1.279, 3.3446
1.1944, 3.3423
1.0768, 3.3327
0.9802, 3.3255
0.876, 3.3282
0.7889, 3.3748
0.7165, 3.3584
0.4852, 3.3522
0.4714, 3.3531
0.3507, 3.0938
0.3368, 3.0575
0.2998, 3.0299
0.2201, 3.0721
0.1855, 3.1391
0.1825, 3.2207
0.198, 3.2308
0.193, 3.316
0.1812, 3.4235
0.1822, 3.5476
1.9462, 3.8818
1.9553, 3.8966
1.9682, 3.7844
1.9755, 3.6876
1.9852, 3.5597
1.9919, 3.4474
1.9914, 3.3466
1.9898, 3.2368
1.986, 3.1404
1.992, 3.0252
1.9878, 2.9035
1.9813, 2.805
1.9813, 2.7379
1.974, 2.6051
1.975, 2.4995
1.9782, 2.4245
1.9841, 2.3322
1.9906, 2.211
1.9945, 2.1024
1.9955, 1.9844
2, 1.8627
2.0045, 1.7669
2.0095, 1.645
2.0025, 1.5589
1.9964, 1.4423
2.0124, 1.3437
2.0271, 1.2135
2.0326, 1.0982
2.0371, 0.9949
2.0373, 0.8885
1.9756, 0.4832
1.9921, 0.5035
2.0294, 0.5875
2.0756, 0.6832
2.1226, 0.7908
2.2487, 0.8852
2.2562, 0.8767
2.2414, 0.9045
2.1335, 0.9482
2.0428, 1.0012
1.9422, 1.0824
1.8631, 1.1403
1.8585, 1.141
1.7963, 1.1576
1.6128, 1.1985
1.5983, 1.2105
1.5435, 1.2453
1.5435, 1.2453
1.3949, 1.4222
1.2982, 1.4238
1.2145, 1.3862
1.071, 1.1988
1.0302, 1.1877
1.01, 1.1558
0.8157, 1.0754
0.7926, 1.0727
0.6049, 1.2262
0.4114, 1.1497
0.3925, 1.1441
0.2731, 1.1245
0.1483, 1.0997
0.0579, 1.0877
-0.0432, 1.067
-0.1892, 1.0285
-0.1892, 1.0275
-0.1819, 1.1326
-0.157, 1.2964
-0.1487, 1.3688
-0.1339, 1.438
-0.1367, 1.5796
-0.1524, 1.6518
-0.2779, 1.4225
-0.1821, 1.7892
-0.177, 2.0864
-0.1656, 2.098
-0.0812, 2.1339
0.0234, 2.1479
0.1084, 2.1673
0.3194, 2.1953
0.3043, 2.1886
0.2231, 2.1623
0.1013, 2.1275
0.0017, 2.108
-0.2055, 2.0245
-0.2124, 2.0359
-0.2179, 2.1345
-0.2208, 2.2402
-0.2141, 2.3687
-0.1986, 2.5066
-0.187, 2.6058
-0.2211, 2.7593
-0.2021, 2.7709
-0.1171, 2.785
0.0214, 2.8001
0.1132, 2.8059
0.2199, 2.8251
0.3152, 2.8445
0.4322, 2.8636
0.5467, 2.8886
0.7025, 2.8632
0.708, 2.8759
0.7317, 2.9377
0.7598, 3.0353
0.7746, 3.138
0.8358, 3.3006
0.8328, 3.2895
0.809, 3.2956
0.687, 3.2844
0.5873, 3.2792
0.4579, 3.2812
0.3493, 3.281
0.2576, 3.2706
0.2477, 3.2741
0.1402, 3.2768
0.0452, 3.2847
-0.0668, 3.3021
-0.1717, 3.3063
-0.2616, 3.3239
-0.3494, 3.3394
-0.4706, 3.3991
-0.4715, 3.3818
-0.4651, 3.3463
-0.4799, 3.2428
-0.4884, 3.1491
-0.5111, 3.0441
-0.5247, 2.9371
-0.5269, 2.841
-0.5374, 2.7188
-0.5462, 2.6256
-0.549, 2.5238
-0.559, 2.4365
-0.5672, 2.3288
-0.5732, 2.2284
-0.5864, 2.1314
-0.5814, 2.0156
-0.5872, 1.9327
-0.5885, 1.825
-0.5911, 1.7185
-0.6094, 1.5471
-0.6134, 1.4924
-0.62, 1.3975
-0.6178, 1.3131
-0.6178, 1.2314
-0.6017, 1.1375
-0.5945, 1.0824
-0.5991, 0.9772
-0.5783, 0.8456
-0.7051, 0.7761
-0.6831, 0.7709
-0.5689, 0.7474
-0.4697, 0.7241
-0.3584, 0.6969
-0.2818, 0.6768
-0.2802, 0.6727
-0.2624, 0.6705
-0.1981, 0.6865
-0.0887, 0.6946
0.0362, 0.6946
0.1367, 0.6863
0.253, 0.6904
0.3538, 0.6861
0.555, 0.7239
0.5572, 0.7181
0.5817, 0.6323
0.5911, 0.536
0.5907, 0.4182
0.5969, 0.1589
0.5882, 0.178
0.5776, 0.255
0.5592, 0.3786
0.5592, 0.3786
0.5592, 0.3786
